Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode ?,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season ?,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Frank,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Larry the Lobster,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Grubby Grouper,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Pearl Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Drink vendor,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,William Reiss,,,,8:15 pm,2.80,Doug Lawrence,Seahorse,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,French Narrator,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,SpongeBob SquarePants,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Patrick Star,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Sandy Cheeks,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Squidward Tentacles,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Eugene H. Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Criminal,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidentals,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 82,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 41,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Carol,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 8,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 16,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 10,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 31,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 12,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 13,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 67,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Scooter,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 49,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Don the Whale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 24,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Gale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 45,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 47,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 21,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Steven,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 3,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 2,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 27,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 39,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 70,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 60,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 46,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 9,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Fred,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 37B,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Dodo,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 7,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Charlie,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 14,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Tom,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Dale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Stretch,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 107,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,John,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Incidental 48,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Frank,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Larry the Lobster,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Grubby Grouper,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Pearl Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Drink vendor,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Jay Lender,Seahorse,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,French Narrator,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,SpongeBob SquarePants,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Patrick Star,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Sandy Cheeks,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Squidward Tentacles,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Eugene H. Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Criminal,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidentals,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 82,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 41,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Carol,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 8,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 16,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 10,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 31,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 12,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 13,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 67,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Scooter,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 49,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Don the Whale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 24,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Gale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 45,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 47,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 21,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Steven,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 3,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 2,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 27,Bubble Buddy
